unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,lat2,lon2
13794851,JJ204660,2025-03-30,009Xx N Springfield Ave,1750,Offense Involving Children,Child Abuse,Residence,False,True,1112,11,37,23,08B,1150213.0,1906089.0,2025,2025-04-06,41.898214779,-87.723726685,41.898214779,-87.723726685
13790476,JJ199650,2025-03-30,006Xx W Webster Ave,0920,Motor Vehicle Theft,Attempt - Automobile,Street,False,False,1812,18,43,7,07,1171701.0,1914874.0,2025,2025-04-06,41.921875187,-87.64454416,41.921875187,-87.64454416
13790408,JJ199576,2025-03-30,085Xx S Phillips Ave,1320,Criminal Damage,To Vehicle,Street,False,False,423,4,7,46,14,1193986.0,1848743.0,2025,2025-04-06,41.739888607,-87.564838283,41.739888607,-87.564838283
13792463,JJ201999,2025-03-30,135Xx S Buffalo Ave,1152,Deceptive Practice,Illegal Use Cash Card,Residence,False,False,433,4,10,55,11,1200107.0,1815843.0,2025,2025-04-06,41.649455761,-87.543517616,41.649455761,-87.543517616
13790694,JJ199922,2025-03-30,006Xx W Randolph St,0820,Theft,$500 And Under,Parking Lot / Garage (Non Residential),False,False,121,1,34,28,06,1172203.0,1901233.0,2025,2025-04-06,41.884432451,-87.643102964,41.884432451,-87.643102964
13790493,JJ199704,2025-03-30,099Xx S Avenue J,1320,Criminal Damage,To Vehicle,Street,False,False,432,4,10,52,14,1202467.0,1839774.0,2025,2025-04-06,41.715065004,-87.534070973,41.715065004,-87.534070973
13791168,JJ200487,2025-03-30,084Xx S Cottage Grove Ave,143A,Weapons Violation,Unlawful Possession - Handgun,Street,True,False,632,6,8,44,15,1183039.0,1848936.0,2025,2025-04-06,41.740679477,-87.604940063,41.740679477,-87.604940063
13792022,JJ201646,2025-03-30,053Xx S Racine Ave,0820,Theft,$500 And Under,Street,False,False,934,9,16,61,06,1169229.0,1869450.0,2025,2025-04-06,41.797282107,-87.654945641,41.797282107,-87.654945641
13790640,JJ199884,2025-03-30,009Xx W Argyle St,1310,Criminal Damage,To Property,Apartment,False,False,2024,20,48,3,14,1169115.0,1933606.0,2025,2025-04-06,41.973333149,-87.653499861,41.973333149,-87.653499861
13790969,JJ200350,2025-03-30,052Xx S Washtenaw Ave,1330,Criminal Trespass,To Land,Residence,False,False,923,9,14,63,26,1159264.0,1869711.0,2025,2025-04-06,41.798208315,-87.691481631,41.798208315,-87.691481631
13790392,JJ199568,2025-03-30,132Xx S Langley Ave,0497,Battery,Aggravated Domestic Battery - Other Dangerous Weapon,Apartment,False,True,533,5,10,54,04B,1183259.0,1817654.0,2025,2025-04-07,41.654832464,-87.605103086,41.654832464,-87.605103086
13790359,JJ199578,2025-03-30,068Xx S Union Ave,0820,Theft,$500 And Under,Street,False,False,723,7,6,68,06,1172916.0,1859614.0,2025,2025-04-07,41.770210385,-87.641715094,41.770210385,-87.641715094
13790362,JJ199570,2025-03-30,071Xx S Damen Ave,0560,Assault,Simple,Street,False,False,735,7,17,67,08A,1164256.0,1857410.0,2025,2025-04-07,41.764349018,-87.673521113,41.764349018,-87.673521113
13790395,JJ199604,2025-03-30,035Xx N Kedzie Ave,502P,Other Offense,False / Stolen / Altered Trp,Street,True,False,1733,17,35,21,26,1154430.0,1923158.0,2025,2025-04-07,41.944970249,-87.70778057,41.944970249,-87.70778057
13790457,JJ199594,2025-03-30,006Xx N Lorel Ave,0330,Robbery,Aggravated,Sidewalk,False,False,1524,15,37,25,03,1140567.0,1903618.0,2025,2025-04-07,41.891616673,-87.75921683,41.891616673,-87.75921683
13790416,JJ199588,2025-03-30,018Xx S Karlov Ave,143A,Weapons Violation,Unlawful Possession - Handgun,Street,True,False,1012,10,24,29,15,1149356.0,1890652.0,2025,2025-04-07,41.855870568,-87.72727477,41.855870568,-87.72727477
13790407,JJ199554,2025-03-30,008Xx W Randolph St,0460,Battery,Simple,Sidewalk,False,False,1224,12,27,28,08B,1170600.0,1901161.0,2025,2025-04-07,41.884270108,-87.648991452,41.884270108,-87.648991452
13790406,JJ199600,2025-03-30,0Xx E 100Th Pl,1480,Concealed Carry License Violation,Other,Street,True,False,511,5,9,49,15,1178764.0,1838361.0,2025,2025-04-07,41.711758562,-87.620923797,41.711758562,-87.620923797
13790784,JJ199627,2025-03-30,126Xx S Torrence Ave,0430,Battery,Aggravated - Other Dangerous Weapon,Commercial / Business Office,False,False,433,4,10,55,04B,1195862.0,1821766.0,2025,2025-04-07,41.665814864,-87.558853882,41.665814864,-87.558853882
13790761,JJ200022,2025-03-30,018Xx S Wabash Ave,4387,Other Offense,Violate Order Of Protection,Apartment,False,True,131,1,3,33,26,1177049.0,1891470.0,2025,2025-04-07,41.857533855,-87.625603607,41.857533855,-87.625603607
13790429,JJ199630,2025-03-30,057Xx S Cicero Ave,0460,Battery,Simple,Street,False,False,813,8,13,56,08B,1145654.0,1866253.0,2025,2025-04-07,41.788987036,-87.74147999,41.788987036,-87.74147999
13790398,JJ199592,2025-03-30,038Xx W Madison St,1310,Criminal Damage,To Property,Commercial / Business Office,True,False,1122,11,28,26,14,1150759.0,1899737.0,2025,2025-04-07,41.880773563,-87.721887504,41.880773563,-87.721887504
13797738,JJ205100,2025-03-30,055Xx S Hyde Park Blvd,0291,Criminal Sexual Assault,Attempt Non-Aggravated,Apartment,False,False,235,2,5,41,02,1188602.0,1868563.0,2025,2025-04-08,41.794406612,-87.583931489,41.794406612,-87.583931489
13790840,JJ200074,2025-03-30,019Xx N Sedgwick St,1320,Criminal Damage,To Vehicle,Street,False,False,1814,18,43,7,14,1173285.0,1913130.0,2025,2025-04-07,41.917054512,-87.638776058,41.917054512,-87.638776058
13790796,JJ200036,2025-03-30,001Xx W 127Th St,1152,Deceptive Practice,Illegal Use Cash Card,Gas Station,False,False,523,5,9,53,11,1177579.0,1820730.0,2025,2025-04-07,41.663403306,-87.625793875,41.663403306,-87.625793875
13793426,JJ203152,2025-03-30,031Xx W Sunnyside Ave,2825,Other Offense,Harassment By Telephone,Apartment,False,True,1724,17,33,14,26,1154440.0,1929736.0,2025,2025-04-07,41.963020518,-87.707567269,41.963020518,-87.707567269
13790419,JJ199591,2025-03-30,068Xx S Jeffery Blvd,0486,Battery,Domestic Battery Simple,Street,True,True,332,3,5,43,08B,1190722.0,1860060.0,2025,2025-04-07,41.771022787,-87.576432119,41.771022787,-87.576432119
13790438,JJ199645,2025-03-30,024Xx W Taylor St,051A,Assault,Aggravated - Handgun,Apartment,True,True,1135,11,28,28,04A,1160313.0,1895638.0,2025,2025-04-07,41.869333381,-87.686919244,41.869333381,-87.686919244
13790433,JJ199602,2025-03-30,007Xx N Central Ave,0486,Battery,Domestic Battery Simple,Residence,False,True,1524,15,37,25,08B,1138889.0,1904453.0,2025,2025-04-07,41.893938661,-87.765359146,41.893938661,-87.765359146
13794812,JJ204924,2025-03-30,114Xx S Forrestville Ave,1320,Criminal Damage,To Vehicle,Driveway - Residential,False,False,531,5,9,50,14,1181962.0,1829221.0,2025,2025-04-07,41.686603981,-87.609493302,41.686603981,-87.609493302
13791322,JJ199618,2025-03-30,055Xx S Meade Ave,0486,Battery,Domestic Battery Simple,Residence,False,True,811,8,13,56,08B,1136648.0,1867242.0,2025,2025-04-07,41.79186641,-87.774479016,41.79186641,-87.774479016
13790397,JJ199612,2025-03-30,030Xx W Peterson Ave,0860,Theft,Retail Theft,Small Retail Store,False,False,2011,20,50,2,06,1155071.0,1939722.0,2025,2025-04-07,41.990409975,-87.704977986,41.990409975,-87.704977986
13790399,JJ199609,2025-03-30,044Xx W Thomas St,0560,Assault,Simple,Residence,False,False,1111,11,37,23,08A,1146631.0,1906960.0,2025,2025-04-07,41.900673986,-87.736860963,41.900673986,-87.736860963
13790482,JJ199648,2025-03-30,014Xx W Marquette Rd,143A,Weapons Violation,Unlawful Possession - Handgun,Residence,True,False,725,7,16,67,15,1168032.0,1860321.0,2025,2025-04-07,41.772256862,-87.659597516,41.772256862,-87.659597516
13790402,JJ199623,2025-03-30,012Xx N California Ave,0479,Battery,"Aggravated - Hands, Fists, Feet, Serious Injury",Apartment,False,False,1423,14,26,24,04B,1157506.0,1907957.0,2025,2025-04-07,41.903195408,-87.696889079,41.903195408,-87.696889079
13790617,JJ199846,2025-03-30,044Xx W Thomas St,1310,Criminal Damage,To Property,Apartment,False,True,1111,11,37,23,14,1146631.0,1906960.0,2025,2025-04-07,41.900673986,-87.736860963,41.900673986,-87.736860963
13791542,JJ201017,2025-03-30,080Xx S Cottage Grove Ave,0810,Theft,Over $500,Street,False,False,631,6,6,44,06,1182952.0,1851886.0,2025,2025-04-07,41.748776618,-87.605167356,41.748776618,-87.605167356
13790799,JJ200059,2025-03-30,057Xx S Oak Park Ave,1320,Criminal Damage,To Vehicle,Street,False,False,811,8,13,56,14,1132036.0,1865825.0,2025,2025-04-07,41.788058924,-87.791423559,41.788058924,-87.791423559
13790610,JJ199848,2025-03-30,086Xx S Saginaw Ave,1310,Criminal Damage,To Property,Residence,False,False,423,4,7,46,14,1195326.0,1848143.0,2025,2025-04-07,41.738209216,-87.559948565,41.738209216,-87.559948565
13790841,JJ200077,2025-03-30,049Xx W Irving Park Rd,1153,Deceptive Practice,Financial Identity Theft Over $ 300,Medical / Dental Office,False,False,1624,16,45,15,11,1142507.0,1926136.0,2025,2025-04-07,41.953372563,-87.751530924,41.953372563,-87.751530924
13790813,JJ200018,2025-03-30,051Xx S Nashville Ave,0820,Theft,$500 And Under,Street,False,False,811,8,23,56,06,1133248.0,1869811.0,2025,2025-04-07,41.798976186,-87.786886625,41.798976186,-87.786886625
13790424,JJ199610,2025-03-30,027Xx N Harlem Ave,0460,Battery,Simple,Street,True,False,2512,25,29,18,08B,1127616.0,1917562.0,2025,2025-04-07,41.930108831,-87.806466288,41.930108831,-87.806466288
13790731,JJ199959,2025-03-30,007Xx W Garfield Blvd,0460,Battery,Simple,Apartment,False,False,711,7,16,68,08B,1172401.0,1868271.0,2025,2025-04-07,41.793977524,-87.643348231,41.793977524,-87.643348231
13791291,JJ199613,2025-03-30,077Xx S Halsted St,1477,Weapons Violation,Reckless Firearm Discharge,Sidewalk,False,False,621,6,17,71,15,1172308.0,1853588.0,2025,2025-04-07,41.753687692,-87.644120744,41.753687692,-87.644120744
13790491,JJ199617,2025-03-30,024Xx N Linden Pl,1320,Criminal Damage,To Vehicle,Street,False,False,1414,14,35,22,14,1155685.0,1916147.0,2025,2025-04-07,41.925706327,-87.703357034,41.925706327,-87.703357034
13790411,JJ199616,2025-03-30,053Xx S Campbell Ave,0486,Battery,Domestic Battery Simple,Apartment,True,True,923,9,14,63,08B,1160612.0,1869092.0,2025,2025-04-07,41.796481972,-87.686555316,41.796481972,-87.686555316
13791311,JJ199649,2025-03-30,005Xx S La Salle St,0460,Battery,Simple,Cta Train,False,False,123,1,34,32,08B,1175330.0,1897939.0,2025,2025-04-07,41.875323928,-87.631719215,41.875323928,-87.631719215
13791536,JJ200850,2025-03-30,020Xx N Larrabee St,0920,Motor Vehicle Theft,Attempt - Automobile,Alley,False,False,1812,18,43,7,07,1171940.0,1913870.0,2025,2025-04-07,41.919114892,-87.643695682,41.919114892,-87.643695682
13790445,JJ199622,2025-03-30,006Xx W 124Th St,0486,Battery,Domestic Battery Simple,Apartment,True,True,523,5,9,53,08B,1174350.0,1822656.0,2025,2025-04-07,41.668760704,-87.63755352,41.668760704,-87.63755352
13790472,JJ199633,2025-03-30,033Xx S Ashland Ave,143A,Weapons Violation,Unlawful Possession - Handgun,Street,True,False,912,9,11,59,15,1166217.0,1882434.0,2025,2025-04-07,41.832976333,-87.665621077,41.832976333,-87.665621077
13790481,JJ199619,2025-03-30,024Xx N Milwaukee Ave,0486,Battery,Domestic Battery Simple,Sidewalk,True,True,1414,14,1,22,08B,1156070.0,1916154.0,2025,2025-04-07,41.925717765,-87.701942159,41.925717765,-87.701942159
13790415,JJ199635,2025-03-30,032Xx S Union Ave,0560,Assault,Simple,Apartment,False,True,915,9,11,60,08A,1172161.0,1883428.0,2025,2025-04-07,41.835575102,-87.643782302,41.835575102,-87.643782302
13790425,JJ199647,2025-03-30,0Xx E Chestnut St,1330,Criminal Trespass,To Land,Apartment,False,False,1833,18,42,8,26,1176420.0,1906333.0,2025,2025-04-07,41.898332998,-87.627463695,41.898332998,-87.627463695
13795862,JJ206049,2025-03-30,004Xx W 69Th St,031A,Robbery,Armed - Handgun,Street,False,False,732,7,6,68,03,1174359.0,1859173.0,2025,2025-04-07,41.768968266,-87.636438769,41.768968266,-87.636438769
13790423,JJ199634,2025-03-30,009Xx W 116Th Pl,0560,Assault,Simple,Residence,False,True,524,5,21,53,08A,1171948.0,1827591.0,2025,2025-04-07,41.682356046,-87.646200374,41.682356046,-87.646200374
13790473,JJ199644,2025-03-30,097Xx S Emerald Ave,041A,Battery,Aggravated - Handgun,Street,False,False,2223,22,21,73,04B,1173024.0,1840367.0,2025,2025-04-07,41.717391716,-87.641886112,41.717391716,-87.641886112
13790986,JJ200322,2025-03-30,011Xx W 83Rd St,1310,Criminal Damage,To Property,Apartment,False,False,613,6,17,71,14,1169958.0,1849757.0,2025,2025-04-07,41.743226248,-87.652843687,41.743226248,-87.652843687
13790547,JJ199643,2025-03-30,004Xx E 94Th St,1310,Criminal Damage,To Property,Apartment,False,False,633,6,8,49,14,1180684.0,1842737.0,2025,2025-04-07,41.723723053,-87.613758365,41.723723053,-87.613758365
13793826,JJ203780,2025-03-30,001Xx W Kinzie St,1130,Deceptive Practice,Fraud Or Confidence Game,Vehicle Non-Commercial,False,False,1831,18,42,8,11,1174923.0,1902985.0,2025,2025-04-07,41.889179572,-87.633062369,41.889179572,-87.633062369
13790540,JJ199641,2025-03-30,038Xx W Harrison St,031A,Robbery,Armed - Handgun,Street,False,False,1133,11,24,26,03,1151141.0,1897093.0,2025,2025-04-07,41.873510659,-87.720554136,41.873510659,-87.720554136
13790403,JJ199646,2025-03-30,032Xx N Natoma Ave,1310,Criminal Damage,To Property,Residence,False,False,1632,16,38,17,14,1131503.0,1921130.0,2025,2025-04-07,41.939833407,-87.792099477,41.939833407,-87.792099477
13790529,JJ199654,2025-03-30,017Xx W Estes Ave,0496,Battery,Aggravated Domestic Battery - Knife / Cutting Instrument,Apartment,False,True,2424,24,49,1,04B,1163183.0,1947434.0,2025,2025-04-07,42.011404705,-87.674922185,42.011404705,-87.674922185
13790444,JJ199675,2025-03-30,107Xx S Avenue C,1320,Criminal Damage,To Vehicle,Alley,False,False,432,4,10,52,14,1204455.0,1834368.0,2025,2025-04-07,41.700179656,-87.526975625,41.700179656,-87.526975625
13791009,JJ200287,2025-03-30,055Xx S Archer Ave,0320,Robbery,Strong Arm - No Weapon,Street,False,False,814,8,23,56,03,1144054.0,1869540.0,2025,2025-04-07,41.798037176,-87.747264578,41.798037176,-87.747264578
13790748,JJ200020,2025-03-30,079Xx S Jeffery Blvd,0486,Battery,Domestic Battery Simple,Residence,False,True,414,4,8,46,08B,1190912.0,1852820.0,2025,2025-04-07,41.751151039,-87.575969317,41.751151039,-87.575969317
13790882,JJ200175,2025-03-30,051Xx S Long Ave,0910,Motor Vehicle Theft,Automobile,Street,False,False,814,8,23,56,07,1141231.0,1869997.0,2025,2025-04-07,41.79934361,-87.757605978,41.79934361,-87.757605978
13796119,JJ206397,2025-03-30,057Xx S Meade Ave,0620,Burglary,Unlawful Entry,Residence - Garage,False,False,811,8,13,56,05,1136695.0,1865933.0,2025,2025-04-07,41.788273443,-87.774337881,41.788273443,-87.774337881
13790782,JJ200012,2025-03-30,081Xx S Saginaw Ave,1310,Criminal Damage,To Property,Residence,False,False,422,4,7,46,14,1195254.0,1851549.0,2025,2025-04-07,41.747557332,-87.560100223,41.747557332,-87.560100223
13797727,JJ208314,2025-03-30,061Xx N Lincoln Ave,0810,Theft,Over $500,Commercial / Business Office,False,False,1711,17,50,13,06,1153122.0,1940763.0,2025,2025-04-08,41.993305548,-87.712119086,41.993305548,-87.712119086
13790531,JJ199655,2025-03-30,052Xx S Indiana Ave,0460,Battery,Simple,Alley,False,False,231,2,3,40,08B,1178484.0,1870463.0,2025,2025-04-07,41.799856435,-87.620975753,41.799856435,-87.620975753
13790462,JJ199651,2025-03-30,037Xx N Elston Ave,0460,Battery,Simple,Restaurant,False,False,1733,17,35,16,08B,1153215.0,1924591.0,2025,2025-04-07,41.94892675,-87.712208279,41.94892675,-87.712208279
13790459,JJ199664,2025-03-30,036Xx N Troy St,1320,Criminal Damage,To Vehicle,Street,False,False,1733,17,33,16,14,1154737.0,1924132.0,2025,2025-04-07,41.94763682,-87.706625979,41.94763682,-87.706625979
13790455,JJ199663,2025-03-30,032Xx W 55Th St,0460,Battery,Simple,Bar Or Tavern,False,False,822,8,14,63,08B,1155548.0,1867964.0,2025,2025-04-07,41.793489634,-87.70515582,41.793489634,-87.70515582
13790475,JJ199652,2025-03-30,049Xx W Jackson Blvd,051A,Assault,Aggravated - Handgun,Alley,False,True,1533,15,28,25,04A,1143685.0,1898221.0,2025,2025-04-07,41.876748835,-87.747900918,41.876748835,-87.747900918
13790436,JJ199666,2025-03-30,025Xx S Kedzie Ave,502P,Other Offense,False / Stolen / Altered Trp,Street,True,False,1024,10,25,30,26,1155433.0,1886920.0,2025,2025-04-07,41.845509662,-87.705069272,41.845509662,-87.705069272
13790463,JJ199667,2025-03-30,080Xx S Cottage Grove Ave,502R,Other Offense,Vehicle Title / Registration Offense,Street,True,False,631,6,6,44,26,1182953.0,1851845.0,2025,2025-04-07,41.748664086,-87.605164964,41.748664086,-87.605164964
13790426,JJ199662,2025-03-30,132Xx S St Lawrence Ave,1310,Criminal Damage,To Property,Apartment,False,True,533,5,10,54,14,1182591.0,1817444.0,2025,2025-04-07,41.654271652,-87.607553767,41.654271652,-87.607553767
13790564,JJ199661,2025-03-30,080Xx S Cottage Grove Ave,0460,Battery,Simple,Bar Or Tavern,True,False,631,6,6,44,08B,1182951.0,1851892.0,2025,2025-04-07,41.748793106,-87.605170835,41.748793106,-87.605170835
13790471,JJ199660,2025-03-30,006Xx E 61St St,0560,Assault,Simple,Apartment,False,True,313,3,20,42,08A,1181461.0,1864702.0,2025,2025-04-07,41.783979518,-87.610236071,41.783979518,-87.610236071
13790492,JJ199678,2025-03-30,001Xx W 91St Pl,0486,Battery,Domestic Battery Simple,Residence,False,True,634,6,9,49,08B,1177123.0,1844463.0,2025,2025-04-07,41.728540364,-87.626750124,41.728540364,-87.626750124
13790447,JJ199659,2025-03-30,025Xx S Kedzie Ave,0910,Motor Vehicle Theft,Automobile,Street,False,False,1033,10,25,30,07,1155429.0,1887055.0,2025,2025-04-07,41.845880198,-87.705080327,41.845880198,-87.705080327
13790483,JJ199689,2025-03-30,108Xx S Lowe Ave,051A,Assault,Aggravated - Handgun,Residence,False,False,2233,22,21,49,04A,1173904.0,1832895.0,2025,2025-04-07,41.696868013,-87.638883745,41.696868013,-87.638883745
13790480,JJ199696,2025-03-30,038Xx W 68Th St,0497,Battery,Aggravated Domestic Battery - Other Dangerous Weapon,Street,False,True,833,8,23,65,04B,1151906.0,1859237.0,2025,2025-04-07,41.769613647,-87.718739603,41.769613647,-87.718739603
13790496,JJ199674,2025-03-30,111Xx S Corliss Ave,0860,Theft,Retail Theft,Gas Station,False,False,531,5,9,50,06,1184369.0,1831492.0,2025,2025-04-07,41.692780068,-87.600611049,41.692780068,-87.600611049
13790514,JJ199713,2025-03-30,040Xx W Chicago Ave,0486,Battery,Domestic Battery Simple,Street,False,True,1111,11,37,23,08B,1149495.0,1905045.0,2025,2025-04-07,41.895363905,-87.726390989,41.895363905,-87.726390989
13792276,JJ201765,2025-03-30,006Xx W 116Th Pl,0910,Motor Vehicle Theft,Automobile,Residence,False,False,524,5,21,53,07,1173941.0,1827825.0,2025,2025-04-07,41.682954328,-87.638897922,41.682954328,-87.638897922
13792535,JJ202107,2025-03-30,119Xx S Harvard Ave,0910,Motor Vehicle Theft,Automobile,Street,False,False,522,5,9,53,07,1176106.0,1825650.0,2025,2025-04-07,41.67693763,-87.631037592,41.67693763,-87.631037592
13790862,JJ200186,2025-03-30,005Xx N Noble St,0820,Theft,$500 And Under,Apartment,False,False,1215,12,1,24,06,1166961.0,1903766.0,2025,2025-04-07,41.891497273,-87.662279423,41.891497273,-87.662279423
13790593,JJ199677,2025-03-30,012Xx N California Ave,0430,Battery,Aggravated - Other Dangerous Weapon,Apartment,False,False,1423,14,26,24,04B,1157506.0,1907957.0,2025,2025-04-07,41.903195408,-87.696889079,41.903195408,-87.696889079
13791447,JJ200840,2025-03-30,060Xx S California Ave,2825,Other Offense,Harassment By Telephone,Apartment,False,False,825,8,16,66,26,1158747.0,1864474.0,2025,2025-04-07,41.783847847,-87.693520504,41.783847847,-87.693520504
13790708,JJ199992,2025-03-30,051Xx S Nashville Ave,0820,Theft,$500 And Under,Vehicle Non-Commercial,False,False,811,8,23,56,06,1133248.0,1869811.0,2025,2025-04-07,41.798976186,-87.786886625,41.798976186,-87.786886625
13791139,JJ199890,2025-03-30,057Xx S Natoma Ave,1320,Criminal Damage,To Vehicle,Residence,False,False,811,8,13,56,14,1133037.0,1865806.0,2025,2025-04-07,41.787989413,-87.787753639,41.787989413,-87.787753639
13790666,JJ199807,2025-03-30,048Xx N Christiana Ave,0281,Criminal Sexual Assault,Non-Aggravated,Apartment,False,False,1713,17,33,14,02,1153175.0,1931906.0,2025,2025-04-07,41.969000391,-87.712160399,41.969000391,-87.712160399
13790633,JJ199914,2025-03-30,053Xx N Delphia Ave,1320,Criminal Damage,To Vehicle,Apartment,False,False,1614,16,41,76,14,1117974.0,1934627.0,2025,2025-04-07,41.977094517,-87.841539268,41.977094517,-87.841539268
13791167,JJ200502,2025-03-30,0Xx W Division St,0460,Battery,Simple,Bar Or Tavern,False,False,1824,18,2,8,08B,1175950.0,1908370.0,2025,2025-04-07,41.903933222,-87.629128536,41.903933222,-87.629128536
13790469,JJ199679,2025-03-30,098Xx S Halsted St,0486,Battery,Domestic Battery Simple,Sidewalk,False,True,2223,22,21,73,08B,1172709.0,1839753.0,2025,2025-04-07,41.715713748,-87.643057853,41.715713748,-87.643057853
13790495,JJ199684,2025-03-30,056Xx W Madison St,502R,Other Offense,Vehicle Title / Registration Offense,Street,False,False,1513,15,29,25,26,1138864.0,1899459.0,2025,2025-04-07,41.880234943,-87.765572318,41.880234943,-87.765572318
13790534,JJ199685,2025-03-30,014Xx N Ashland Ave,1305,Criminal Damage,Criminal Defacement,Alley,True,False,1433,14,1,24,14,1165470.0,1909461.0,2025,2025-04-07,41.907156625,-87.66759285,41.907156625,-87.66759285
13791559,JJ201024,2025-03-30,032Xx N Clark St,1305,Criminal Damage,Criminal Defacement,Department Store,False,False,1924,19,44,6,14,1169868.0,1921628.0,2025,2025-04-07,41.94044868,-87.651081589,41.94044868,-87.651081589
13791404,JJ200769,2025-03-30,010Xx W Newport Ave,0330,Robbery,Aggravated,Sidewalk,False,False,1924,19,44,6,03,1168662.0,1923080.0,2025,2025-04-07,41.944459284,-87.655471823,41.944459284,-87.655471823
13792982,JJ202578,2025-03-30,010Xx W Newport Ave,1242,Deceptive Practice,Computer Fraud,Sidewalk,False,False,1924,19,44,6,11,1168662.0,1923080.0,2025,2025-04-07,41.944459284,-87.655471823,41.944459284,-87.655471823
13790502,JJ199680,2025-03-30,069Xx N Western Ave,0460,Battery,Simple,Restaurant,True,False,2411,24,40,2,08B,1159066.0,1945768.0,2025,2025-04-07,42.006919041,-87.690116435,42.006919041,-87.690116435
13790604,JJ199818,2025-03-30,092Xx S Justine St,0910,Motor Vehicle Theft,Automobile,Street,False,False,2221,22,21,73,07,1167625.0,1843469.0,2025,2025-04-07,41.726021363,-87.661571753,41.726021363,-87.661571753
13790486,JJ199688,2025-03-30,035Xx W 64Th Pl,0820,Theft,$500 And Under,Street,False,False,823,8,14,66,06,1153965.0,1861616.0,2025,2025-04-07,41.776101369,-87.711129053,41.776101369,-87.711129053
13790484,JJ199683,2025-03-30,099Xx S Walden Pkwy,0610,Burglary,Forcible Entry,Small Retail Store,False,False,2213,22,19,72,05,1165993.0,1838821.0,2025,2025-04-07,41.713301314,-87.667681546,41.713301314,-87.667681546
13790611,JJ199800,2025-03-30,080Xx S Sawyer Ave,0610,Burglary,Forcible Entry,Residence - Yard (Front / Back),False,False,834,8,18,70,05,1156113.0,1851088.0,2025,2025-04-07,41.747167973,-87.703537141,41.747167973,-87.703537141
13790844,JJ199938,2025-03-30,015Xx S Komensky Ave,0486,Battery,Domestic Battery Simple,Sidewalk,True,True,1012,10,24,29,08B,1149637.0,1892097.0,2025,2025-04-07,41.859830378,-87.726205849,41.859830378,-87.726205849
13790519,JJ199710,2025-03-30,010Xx W Belmont Ave,0820,Theft,$500 And Under,Bar Or Tavern,False,False,1924,19,44,6,06,1168905.0,1921421.0,2025,2025-04-07,41.93990164,-87.654626945,41.93990164,-87.654626945
13790770,JJ199900,2025-03-30,036Xx S Leavitt St,0486,Battery,Domestic Battery Simple,Apartment,False,True,912,9,12,59,08B,1162288.0,1880524.0,2025,2025-04-07,41.827817981,-87.680090581,41.827817981,-87.680090581
13790542,JJ199702,2025-03-30,029Xx E 78Th St,0560,Assault,Simple,Apartment,True,True,421,4,7,43,08A,1196981.0,1853914.0,2025,2025-04-07,41.754004304,-87.553693594,41.754004304,-87.553693594
13790575,JJ199699,2025-03-30,095Xx S Constance Ave,0486,Battery,Domestic Battery Simple,Residence,True,True,431,4,7,51,08B,1190183.0,1842108.0,2025,2025-04-07,41.721773858,-87.578984755,41.721773858,-87.578984755
13790489,JJ199693,2025-03-30,080Xx S Paxton Ave,0560,Assault,Simple,Apartment,False,True,414,4,8,46,08A,1192256.0,1852105.0,2025,2025-04-07,41.749156448,-87.571067528,41.749156448,-87.571067528
13790478,JJ199686,2025-03-30,051Xx W 64Th Pl,502P,Other Offense,False / Stolen / Altered Trp,Street,False,False,813,8,13,64,26,1143140.0,1861204.0,2025,2025-04-07,41.775178839,-87.750823544,41.775178839,-87.750823544
13790505,JJ199690,2025-03-30,011Xx N Avers Ave,0460,Battery,Simple,Street,False,False,1112,11,37,23,08B,1150501.0,1907560.0,2025,2025-04-07,41.90224573,-87.722630415,41.90224573,-87.722630415
13790497,JJ199694,2025-03-30,031Xx S Kedzie Ave,0460,Battery,Simple,Street,False,False,1032,10,22,30,08B,1155527.0,1883726.0,2025,2025-04-07,41.836743058,-87.704810078,41.836743058,-87.704810078
13790487,JJ199703,2025-03-30,067Xx S Springfield Ave,051A,Assault,Aggravated - Handgun,Street,False,False,833,8,23,65,04A,1151526.0,1859807.0,2025,2025-04-07,41.771185261,-87.720117633,41.771185261,-87.720117633
13790710,JJ199888,2025-03-30,056Xx S Normandy Ave,0710,Theft,Theft From Motor Vehicle,Street,False,False,811,8,13,56,06,1132683.0,1866403.0,2025,2025-04-07,41.789633848,-87.78903779,41.789633848,-87.78903779
13790507,JJ199697,2025-03-30,041Xx W Harrison St,1310,Criminal Damage,To Property,Apartment,False,False,1132,11,24,26,14,1148921.0,1897040.0,2025,2025-04-07,41.873408422,-87.728706313,41.873408422,-87.728706313
13790543,JJ199701,2025-03-30,078Xx S Stewart Ave,0486,Battery,Domestic Battery Simple,Apartment,False,True,621,6,17,69,08B,1174982.0,1853057.0,2025,2025-04-07,41.752171363,-87.634337325,41.752171363,-87.634337325
13790738,JJ199908,2025-03-30,057Xx S Neenah Ave,0760,Burglary,Burglary From Motor Vehicle,Street,False,False,811,8,13,56,06,1133707.0,1865701.0,2025,2025-04-07,41.78768958,-87.785299412,41.78768958,-87.785299412
