unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,lat2,lon2
13784781,JJ192786,2025-03-21,049Xx S Paulina St,1345,Criminal Damage,To City Of Chicago Property,School - Public Building,False,False,931,9,20,61,14,1165847.0,1871857.0,2025,2025-03-29,41.803959771,-87.667279497,41.803959771,-87.667279497
13782480,JJ190202,2025-03-21,005Xx W 25Th Pl,502R,Other Offense,Vehicle Title / Registration Offense,Street,False,False,914,9,11,60,26,1173028.0,1887350.0,2025,2025-03-29,41.846318255,-87.640484926,41.846318255,-87.640484926
13782540,JJ190295,2025-03-21,038Xx W Roosevelt Rd,0460,Battery,Simple,Sidewalk,False,False,1011,10,24,29,08B,1150755.0,1894431.0,2025,2025-03-29,41.86621338,-87.722040947,41.86621338,-87.722040947
13782462,JJ190260,2025-03-21,015Xx S Wabash Ave,0460,Battery,Simple,Cha Hallway / Stairwell / Elevator,False,False,131,1,3,33,08B,1177014.0,1892855.0,2025,2025-03-29,41.861335178,-87.625690175,41.861335178,-87.625690175
13782560,JJ190264,2025-03-21,014Xx W 115Th St,1310,Criminal Damage,To Property,Residence,False,True,2234,22,21,75,14,1168907.0,1828486.0,2025,2025-03-29,41.684878094,-87.657306538,41.684878094,-87.657306538
13782509,JJ190283,2025-03-21,011Xx N California Ave,2027,Narcotics,Possess - Crack,Alley,True,False,1211,12,26,24,18,1157515.0,1907622.0,2025,2025-03-29,41.902275956,-87.696865149,41.902275956,-87.696865149
13782674,JJ190344,2025-03-21,071Xx S Champlain Ave,0820,Theft,$500 And Under,Apartment,False,True,323,3,6,69,06,1181798.0,1857892.0,2025,2025-03-29,41.765284436,-87.609210747,41.765284436,-87.609210747
13782551,JJ190227,2025-03-21,029Xx W Roosevelt Rd,0560,Assault,Simple,Other (Specify),False,False,1135,11,28,29,08A,1157077.0,1894573.0,2025,2025-03-29,41.866477165,-87.698828386,41.866477165,-87.698828386
13784971,JJ193102,2025-03-21,016Xx W Belmont Ave,1130,Deceptive Practice,Fraud Or Confidence Game,Sidewalk,False,False,1931,19,32,6,11,1164760.0,1921308.0,2025,2025-03-29,41.939680604,-87.669864264,41.939680604,-87.669864264
13782475,JJ190310,2025-03-21,072Xx S Troy St,2825,Other Offense,Harassment By Telephone,Residence,False,False,831,8,18,66,26,1156624.0,1856466.0,2025,2025-03-29,41.761915781,-87.701519957,41.761915781,-87.701519957
13782665,JJ190445,2025-03-21,103Xx S Union Ave,0920,Motor Vehicle Theft,Attempt - Automobile,Street,False,False,2232,22,21,49,07,1173465.0,1836331.0,2025,2025-03-29,41.706306615,-87.640389879,41.706306615,-87.640389879
13782635,JJ190317,2025-03-21,047Xx W 81St St,0486,Battery,Domestic Battery Simple,Residence,True,True,834,8,18,70,08B,1146166.0,1850460.0,2025,2025-03-29,41.745638634,-87.740002094,41.745638634,-87.740002094
13782700,JJ190327,2025-03-21,033Xx W Harrison St,0479,Battery,"Aggravated - Hands, Fists, Feet, Serious Injury",Gas Station,False,False,1134,11,24,27,04B,1153993.0,1897159.0,2025,2025-03-29,41.873635421,-87.710081187,41.873635421,-87.710081187
13782747,JJ190293,2025-03-21,055Xx W Irving Park Rd,0340,Robbery,Attempt Strong Arm - No Weapon,Parking Lot / Garage (Non Residential),False,False,1633,16,30,15,03,1138652.0,1926047.0,2025,2025-03-29,41.953199278,-87.765704601,41.953199278,-87.765704601
13782632,JJ190319,2025-03-21,046Xx N Simonds Dr,0810,Theft,Over $500,Street,False,False,1914,19,46,3,06,1171569.0,1931696.0,2025,2025-03-29,41.968038271,-87.644532471,41.968038271,-87.644532471
13782693,JJ190355,2025-03-21,035Xx W 61St St,1365,Criminal Trespass,To Residence,Residence,False,False,823,8,14,66,26,1153900.0,1863942.0,2025,2025-03-29,41.782485557,-87.71130566,41.782485557,-87.71130566
13782535,JJ190331,2025-03-21,070Xx S Parnell Ave,1365,Criminal Trespass,To Residence,Residence,True,False,732,7,6,68,26,1173837.0,1858219.0,2025,2025-03-29,41.766361968,-87.638380416,41.766361968,-87.638380416
13785224,JJ193465,2025-03-21,074Xx W Talcott Ave,0560,Assault,Simple,Hospital Building / Grounds,False,False,1612,16,41,10,08A,1125755.0,1938877.0,2025,2025-03-29,41.988630807,-87.812829371,41.988630807,-87.812829371
13782972,JJ190771,2025-03-21,109Xx S Bell Ave,0910,Motor Vehicle Theft,Automobile,Driveway - Residential,False,False,2212,22,19,75,07,1163713.0,1832096.0,2025,2025-03-29,41.694894842,-87.676219671,41.694894842,-87.676219671
13783337,JJ191116,2025-03-21,082Xx S Racine Ave,0460,Battery,Simple,Street,False,False,613,6,17,71,08B,1169759.0,1850060.0,2025,2025-03-29,41.744062037,-87.653564063,41.744062037,-87.653564063
13782576,JJ190378,2025-03-21,066Xx S Hartwell Ave,4387,Other Offense,Violate Order Of Protection,Street,False,True,322,3,6,69,26,1178419.0,1860824.0,2025,2025-03-29,41.773407549,-87.621506778,41.773407549,-87.621506778
13785165,JJ193228,2025-03-21,038Xx W Fullerton Ave,1310,Criminal Damage,To Property,Grocery Food Store,False,False,2524,25,35,22,14,1150182.0,1915676.0,2025,2025-03-29,41.924523024,-87.723590223,41.924523024,-87.723590223
13782554,JJ190296,2025-03-21,057Xx S Cicero Ave,0460,Battery,Simple,Airport Vending Establishment,False,False,813,8,13,56,08B,1145654.0,1866253.0,2025,2025-03-29,41.788987036,-87.74147999,41.788987036,-87.74147999
13782553,JJ190301,2025-03-21,079Xx S Normal Ave,051A,Assault,Aggravated - Handgun,Sidewalk,False,False,621,6,6,44,04A,1174346.0,1852085.0,2025,2025-03-29,41.749518229,-87.636696817,41.749518229,-87.636696817
13782686,JJ190352,2025-03-21,036Xx N Halsted St,0860,Theft,Retail Theft,Grocery Food Store,True,False,1923,19,44,6,06,1170273.0,1924431.0,2025,2025-03-29,41.948131367,-87.649510899,41.948131367,-87.649510899
13782536,JJ190320,2025-03-21,038Xx W Roosevelt Rd,1821,Narcotics,Manufacture / Deliver - Cannabis 10 Grams Or Less,Sidewalk,True,False,1011,10,24,29,18,1151056.0,1894439.0,2025,2025-03-29,41.866229446,-87.720935733,41.866229446,-87.720935733
13782758,JJ190367,2025-03-21,103Xx S Michigan Ave,0860,Theft,Retail Theft,Small Retail Store,True,False,512,5,9,49,06,1178964.0,1836624.0,2025,2025-03-29,41.706987456,-87.620244029,41.706987456,-87.620244029
13782731,JJ190412,2025-03-21,022Xx S Sacramento Ave,0497,Battery,Aggravated Domestic Battery - Other Dangerous Weapon,Apartment,True,True,1033,10,24,30,04B,1156710.0,1888934.0,2025,2025-03-29,41.851010575,-87.700328308,41.851010575,-87.700328308
13782586,JJ190413,2025-03-21,070Xx S Parnell Ave,1310,Criminal Damage,To Property,Residence,False,False,732,7,6,68,14,1173837.0,1858219.0,2025,2025-03-29,41.766361968,-87.638380416,41.766361968,-87.638380416
13782866,JJ190584,2025-03-21,062Xx S Artesian Ave,0560,Assault,Simple,Residence - Yard (Front / Back),False,False,825,8,16,66,08A,1161110.0,1863231.0,2025,2025-03-29,41.780388308,-87.684891198,41.780388308,-87.684891198
13783245,JJ190374,2025-03-21,018Xx E 67Th St,0560,Assault,Simple,Apartment,False,False,332,3,5,43,08A,1189488.0,1860914.0,2025,2025-03-29,41.773395944,-87.580928049,41.773395944,-87.580928049
13782974,JJ190761,2025-03-21,030Xx S Dr Martin Luther King Jr Dr,0810,Theft,Over $500,Apartment,False,True,133,1,4,35,06,1179408.0,1885031.0,2025,2025-03-29,41.83981113,-87.617141911,41.83981113,-87.617141911
13782977,JJ190788,2025-03-21,027Xx W 68Th St,0710,Theft,Theft From Motor Vehicle,Hospital Building / Grounds,False,False,831,8,16,66,06,1159381.0,1859440.0,2025,2025-03-29,41.770020864,-87.6913338,41.770020864,-87.6913338
13783041,JJ190850,2025-03-21,017Xx N Francisco Ave,0910,Motor Vehicle Theft,Automobile,Street,False,False,1421,14,26,24,07,1156859.0,1911532.0,2025,2025-03-29,41.913018655,-87.699168563,41.913018655,-87.699168563
13782651,JJ190350,2025-03-21,011Xx W 80Th St,0610,Burglary,Forcible Entry,Apartment,False,True,612,6,17,71,05,1170231.0,1851755.0,2025,2025-03-29,41.748703102,-87.651785417,41.748703102,-87.651785417
13782786,JJ190510,2025-03-21,058Xx W Lake St,0520,Assault,Aggravated - Knife / Cutting Instrument,Apartment,False,True,1512,15,29,25,04A,1137497.0,1902239.0,2025,2025-03-29,41.887888334,-87.770524924,41.887888334,-87.770524924
13792130,JJ201600,2025-03-21,025Xx N Linden Pl,0810,Theft,Over $500,Parking Lot / Garage (Non Residential),False,False,1414,14,35,22,06,1155117.0,1916538.0,2025,2025-04-02,41.926790694,-87.705433635,41.926790694,-87.705433635
13782581,JJ190375,2025-03-21,057Xx S Archer Ave,1310,Criminal Damage,To Property,Commercial / Business Office,False,False,814,8,23,56,14,1141356.0,1868969.0,2025,2025-03-29,41.796520308,-87.757172832,41.796520308,-87.757172832
13782767,JJ190370,2025-03-21,097Xx S Dr Martin Luther King Jr Dr,4387,Other Offense,Violate Order Of Protection,Residence,False,True,511,5,9,49,26,1180626.0,1840548.0,2025,2025-03-29,41.717717493,-87.614037807,41.717717493,-87.614037807
13782775,JJ190395,2025-03-21,006Xx E 80Th St,0454,Battery,"Aggravated P.O. - Hands, Fists, Feet, No / Minor Injury",Apartment,False,False,631,6,6,44,08B,1181741.0,1852096.0,2025,2025-03-29,41.749380918,-87.609598388,41.749380918,-87.609598388
13783405,JJ190340,2025-03-21,056Xx W Bryn Mawr Ave,0420,Battery,Aggravated - Knife / Cutting Instrument,Street,False,False,1622,16,45,11,04B,1137427.0,1936875.0,2025,2025-03-29,41.982934468,-87.769946116,41.982934468,-87.769946116
13782590,JJ190353,2025-03-21,110Xx S Troy St,0560,Assault,Simple,Residence,False,False,2211,22,19,74,08A,1157319.0,1831269.0,2025,2025-03-29,41.692756875,-87.699652525,41.692756875,-87.699652525
13782564,JJ190348,2025-03-21,067Xx S Wolcott Ave,0560,Assault,Simple,Sidewalk,False,False,726,7,16,67,08A,1164850.0,1859940.0,2025,2025-03-29,41.771279158,-87.671272567,41.771279158,-87.671272567
13782631,JJ190368,2025-03-21,073Xx S Racine Ave,0810,Theft,Over $500,Street,False,False,733,7,17,68,06,1169599.0,1855901.0,2025,2025-03-29,41.760093991,-87.653981328,41.760093991,-87.653981328
13785392,JJ193313,2025-03-21,076Xx S Cicero Ave,0860,Theft,Retail Theft,Department Store,False,False,833,8,18,65,06,1145727.0,1853720.0,2025,2025-03-29,41.754592961,-87.741528537,41.754592961,-87.741528537
13782657,JJ190361,2025-03-21,018Xx N Humboldt Blvd,0910,Motor Vehicle Theft,Automobile,Street,False,False,1421,14,26,22,07,1156084.0,1912094.0,2025,2025-03-29,41.914576519,-87.702000545,41.914576519,-87.702000545
13785942,JJ194242,2025-03-21,028Xx W Rosemont Ave,0820,Theft,$500 And Under,Street,False,False,2413,24,50,2,06,1156088.0,1941675.0,2025,2025-03-29,41.995748556,-87.7011842,41.995748556,-87.7011842
13782785,JJ190397,2025-03-21,031Xx W 59Th St,1320,Criminal Damage,To Vehicle,Street,False,False,824,8,14,66,14,1156489.0,1865341.0,2025,2025-03-29,41.786272829,-87.701775878,41.786272829,-87.701775878
13782636,JJ190383,2025-03-21,013Xx N Campbell Ave,0560,Assault,Simple,Street,False,True,1423,14,26,24,08A,1159499.0,1908730.0,2025,2025-03-29,41.905275774,-87.689547062,41.905275774,-87.689547062
13782567,JJ190357,2025-03-21,055Xx S Green St,1710,Offense Involving Children,Endangering Life / Health Of Child,Park Property,False,False,712,7,16,68,20,1171586.0,1867954.0,2025,2025-04-01,41.793125553,-87.646346071,41.793125553,-87.646346071
13782559,JJ190360,2025-03-21,103Xx S Halsted St,0560,Assault,Simple,Restaurant,False,False,2232,22,21,73,08A,1172807.0,1836199.0,2025,2025-03-29,41.705958892,-87.642803315,41.705958892,-87.642803315
13782705,JJ190347,2025-03-21,044Xx S Pulaski Rd,0860,Theft,Retail Theft,Small Retail Store,True,False,821,8,14,57,06,1150424.0,1874895.0,2025,2025-03-29,41.812610526,-87.723765071,41.812610526,-87.723765071
13782706,JJ190371,2025-03-21,042Xx N Pulaski Rd,1549,Prostitution,Other Prostitution Offense,Commercial / Business Office,True,False,1723,17,39,16,16,1148968.0,1927792.0,2025,2025-03-29,41.957793936,-87.727736497,41.957793936,-87.727736497
13790110,JJ199103,2025-03-21,012Xx W 98Th St,0486,Battery,Domestic Battery Simple,Residence,False,True,2213,22,21,73,08B,1169810.0,1839780.0,2025,2025-04-01,41.715851129,-87.653674618,41.715851129,-87.653674618
13782744,JJ190385,2025-03-21,048Xx W Belle Plaine Ave,0560,Assault,Simple,Residence,False,True,1624,16,45,15,08A,1143426.0,1926821.0,2025,2025-03-29,41.955235093,-87.748135366,41.955235093,-87.748135366
13782643,JJ190376,2025-03-21,044Xx N Sheridan Rd,0486,Battery,Domestic Battery Simple,Street,True,True,1914,19,46,3,08B,1168805.0,1929605.0,2025,2025-03-29,41.962361027,-87.654756322,41.962361027,-87.654756322
13782649,JJ190372,2025-03-21,077Xx S Jeffery Blvd,4387,Other Offense,Violate Order Of Protection,Apartment,False,True,414,4,8,43,26,1190879.0,1854037.0,2025,2025-03-29,41.75449139,-87.57605099,41.75449139,-87.57605099
13782644,JJ190384,2025-03-21,001Xx N Laramie Ave,051A,Assault,Aggravated - Handgun,Sidewalk,False,True,1523,15,37,25,04A,1141680.0,1900846.0,2025,2025-03-29,41.883989458,-87.755197825,41.883989458,-87.755197825
13784217,JJ192147,2025-03-21,046Xx S Marshfield Ave,1185,Deceptive Practice,Deceptive Collection Practices,Residence,False,False,924,9,15,61,11,1166123.0,1873948.0,2025,2025-03-29,41.809691841,-87.666207736,41.809691841,-87.666207736
13782822,JJ190480,2025-03-21,055Xx N Newland Ave,1330,Criminal Trespass,To Land,Residence,False,False,1613,16,41,10,26,1129268.0,1936269.0,2025,2025-03-29,41.981414889,-87.799967623,41.981414889,-87.799967623
13784132,JJ192060,2025-03-21,022Xx N Natchez Ave,0710,Theft,Theft From Motor Vehicle,Parking Lot / Garage (Non Residential),False,False,2512,25,29,19,06,1132715.0,1914218.0,2025,2025-03-29,41.920844986,-87.787806556,41.920844986,-87.787806556
13782589,JJ190408,2025-03-21,006Xx W 125Th St,3731,Interference With Public Officer,Obstructing Identification,Vehicle Non-Commercial,True,False,523,5,9,53,24,1174483.0,1821997.0,2025,2025-03-29,41.666949352,-87.637086251,41.666949352,-87.637086251
13784192,JJ192218,2025-03-21,044Xx W Haddon Ave,1320,Criminal Damage,To Vehicle,Street,False,False,1111,11,37,23,14,1146595.0,1907287.0,2025,2025-03-29,41.901571996,-87.736984845,41.901571996,-87.736984845
13784740,JJ192809,2025-03-21,056Xx S Wabash Ave,1310,Criminal Damage,To Property,Apartment,False,True,225,2,20,40,14,1177675.0,1867704.0,2025,2025-03-29,41.792303835,-87.624026045,41.792303835,-87.624026045
13782726,JJ190478,2025-03-21,067Xx S Euclid Ave,0560,Assault,Simple,Street,False,False,332,3,5,43,08A,1190367.0,1860770.0,2025,2025-03-29,41.772979649,-87.57771053,41.772979649,-87.57771053
13783244,JJ191088,2025-03-21,088Xx S Clyde Ave,1310,Criminal Damage,To Property,Park Property,False,False,412,4,8,48,14,1191710.0,1846872.0,2025,2025-03-29,41.734809881,-87.573237622,41.734809881,-87.573237622
13783015,JJ190823,2025-03-21,020Xx W 71St St,1310,Criminal Damage,To Property,Residence - Garage,False,False,735,7,17,67,14,1163814.0,1857569.0,2025,2025-03-29,41.764794629,-87.675136702,41.764794629,-87.675136702
13784891,JJ193006,2025-03-21,082Xx S Dante Ave,0810,Theft,Over $500,Street,False,False,411,4,8,45,06,1187282.0,1850670.0,2025,2025-03-29,41.745338144,-87.589339384,41.745338144,-87.589339384
13783115,JJ190957,2025-03-21,018Xx S Hamlin Ave,0810,Theft,Over $500,Residence,False,True,1014,10,24,29,06,1151347.0,1890696.0,2025,2025-03-29,41.855952514,-87.719965607,41.855952514,-87.719965607
13788858,JJ197608,2025-03-21,008Xx N Lockwood Ave,0486,Battery,Domestic Battery Simple,Apartment,False,True,1524,15,37,25,08B,1140871.0,1905014.0,2025,2025-03-30,41.895441878,-87.758065988,41.895441878,-87.758065988
13782727,JJ190392,2025-03-21,044Xx S Honore St,0460,Battery,Simple,Park Property,False,False,924,9,15,61,08B,1164762.0,1875188.0,2025,2025-03-29,41.813123426,-87.671164632,41.813123426,-87.671164632
13782894,JJ190603,2025-03-21,064Xx S Dr Martin Luther King Jr Dr,0820,Theft,$500 And Under,Residence,False,False,312,3,20,69,06,1180028.0,1862398.0,2025,2025-03-29,41.777690067,-87.615560446,41.777690067,-87.615560446
13785070,JJ193166,2025-03-21,010Xx N Francisco Ave,0495,Battery,Aggravated Of A Senior Citizen,Hospital Building / Grounds,False,False,1211,12,26,24,04B,1156861.0,1906972.0,2025,2025-03-29,41.900505589,-87.699285044,41.900505589,-87.699285044
13783135,JJ190978,2025-03-21,067Xx S Oglesby Ave,0710,Theft,Theft From Motor Vehicle,Street,False,False,331,3,5,43,06,1192924.0,1860831.0,2025,2025-03-29,41.773085006,-87.568335406,41.773085006,-87.568335406
13782633,JJ190354,2025-03-21,051Xx S Dr Martin Luther King Jr Dr,0610,Burglary,Forcible Entry,Apartment,False,True,231,2,3,40,05,1179795.0,1871122.0,2025,2025-03-29,41.801634875,-87.616147829,41.801634875,-87.616147829
13782630,JJ190399,2025-03-21,036Xx W 58Th St,143A,Weapons Violation,Unlawful Possession - Handgun,Street,True,False,822,8,23,62,15,1153019.0,1865905.0,2025,2025-03-29,41.787889769,-87.714483895,41.787889769,-87.714483895
13782736,JJ190405,2025-03-21,003Xx E 90Th St,143A,Weapons Violation,Unlawful Possession - Handgun,Street,True,False,633,6,6,44,15,1180197.0,1845387.0,2025,2025-03-29,41.731006137,-87.615461252,41.731006137,-87.615461252
13782593,JJ190393,2025-03-21,050Xx S Kedzie Ave,0460,Battery,Simple,Restaurant,False,False,821,8,14,63,08B,1155896.0,1871020.0,2025,2025-03-29,41.801868739,-87.703797654,41.801868739,-87.703797654
13782717,JJ190420,2025-03-21,002Xx S Laflin St,0810,Theft,Over $500,School - Public Grounds,False,False,1231,12,27,28,06,1166436.0,1899046.0,2025,2025-03-29,41.878556485,-87.664342629,41.878556485,-87.664342629
13782691,JJ190394,2025-03-21,071Xx S Bennett Ave,502R,Other Offense,Vehicle Title / Registration Offense,Street,False,False,333,3,5,43,26,1189943.0,1857977.0,2025,2025-03-29,41.765325643,-87.579354533,41.765325643,-87.579354533
13782680,JJ190389,2025-03-21,055Xx W Quincy St,0486,Battery,Domestic Battery Simple,Apartment,False,True,1522,15,29,25,08B,1139670.0,1898456.0,2025,2025-03-29,41.87746791,-87.762637221,41.87746791,-87.762637221
13786423,JJ194833,2025-03-21,012Xx N La Salle Dr,0890,Theft,From Building,Apartment,False,False,1821,18,2,8,06,1174910.0,1908582.0,2025,2025-03-29,41.904538325,-87.632942313,41.904538325,-87.632942313
13782687,JJ190407,2025-03-21,001Xx W 69Th St,031A,Robbery,Armed - Handgun,Apartment,False,False,722,7,6,69,03,1176469.0,1859235.0,2025,2025-03-29,41.769091226,-87.628702708,41.769091226,-87.628702708
13782683,JJ190401,2025-03-21,013Xx N Milwaukee Ave,0860,Theft,Retail Theft,Small Retail Store,False,False,1424,14,1,24,06,1164309.0,1909321.0,2025,2025-03-29,41.906797102,-87.671861659,41.906797102,-87.671861659
13782834,JJ190404,2025-03-21,026Xx N Central Ave,2826,Other Offense,Harassment By Electronic Means,Apartment,False,True,2514,25,31,19,26,1138588.0,1917159.0,2025,2025-03-29,41.928810863,-87.766156055,41.928810863,-87.766156055
13783118,JJ190806,2025-03-21,0Xx W 95Th St,0320,Robbery,Strong Arm - No Weapon,Cta Train,False,False,634,6,9,49,03,1177762.0,1841949.0,2025,2025-03-29,41.721627204,-87.624485177,41.721627204,-87.624485177
13782676,JJ190453,2025-03-21,0Xx W Chicago Ave,0460,Battery,Simple,Grocery Food Store,False,False,1832,18,42,8,08B,1176106.0,1905725.0,2025,2025-03-29,41.896671699,-87.628635323,41.896671699,-87.628635323
13782956,JJ190571,2025-03-21,085Xx S Racine Ave,0560,Assault,Simple,Residence - Garage,True,False,613,6,17,71,08A,1169814.0,1848138.0,2025,2025-03-29,41.73878661,-87.653418179,41.73878661,-87.653418179
13783667,JJ190428,2025-03-21,053Xx S Hyde Park Blvd,0810,Theft,Over $500,Cta Bus Stop,False,False,234,2,5,41,06,1188555.0,1870327.0,2025,2025-03-29,41.799248277,-87.584047451,41.799248277,-87.584047451
13782694,JJ190409,2025-03-21,006Xx E Grand Ave,0520,Assault,Aggravated - Knife / Cutting Instrument,Cta Bus,False,False,1834,18,42,8,04A,1180796.0,1904058.0,2025,2025-03-29,41.891990384,-87.611461502,41.891990384,-87.611461502
13782677,JJ190410,2025-03-21,010Xx N Drake Ave,0620,Burglary,Unlawful Entry,Apartment,False,False,1121,11,36,23,05,1152519.0,1906716.0,2025,2025-03-29,41.899890053,-87.715240287,41.899890053,-87.715240287
13782692,JJ190415,2025-03-21,109Xx S Wentworth Ave,502R,Other Offense,Vehicle Title / Registration Offense,Street,True,False,513,5,9,49,26,1176885.0,1832493.0,2025,2025-03-29,41.695698392,-87.627981163,41.695698392,-87.627981163
13782720,JJ190427,2025-03-21,054Xx N Clark St,0860,Theft,Retail Theft,Small Retail Store,False,False,2012,20,40,77,06,1165048.0,1936387.0,2025,2025-03-29,41.981051896,-87.668375719,41.981051896,-87.668375719
13783401,JJ191372,2025-03-21,036Xx E 107Th St,0890,Theft,From Building,Apartment,False,False,432,4,10,52,06,1202042.0,1834617.0,2025,2025-03-29,41.70092459,-87.535802398,41.70092459,-87.535802398
13789250,JJ197309,2025-03-21,028Xx N Mozart St,0810,Theft,Over $500,Street,False,False,1411,14,35,21,06,1156889.0,1918688.0,2025,2025-03-30,41.93265466,-87.698863836,41.93265466,-87.698863836
13788050,JJ196898,2025-03-21,075Xx S Aberdeen St,0710,Theft,Theft From Motor Vehicle,Street,False,False,612,6,17,71,06,1170290.0,1854780.0,2025,2025-03-29,41.757002819,-87.651481371,41.757002819,-87.651481371
13783959,JJ190800,2025-03-21,056Xx N Cumberland Ave,1320,Criminal Damage,To Vehicle,Parking Lot / Garage (Non Residential),False,False,1614,16,41,10,14,1119313.0,1936269.0,2025,2025-03-29,41.981579153,-87.836580014,41.981579153,-87.836580014
13784686,JJ191175,2025-03-21,051Xx W Wabansia Ave,1320,Criminal Damage,To Vehicle,Street,False,False,2533,25,37,25,14,1142067.0,1910824.0,2025,2025-03-29,41.911363091,-87.753529082,41.911363091,-87.753529082
13790378,JJ197671,2025-03-21,008Xx W 53Rd Pl,0560,Assault,Simple,Sidewalk,False,False,934,9,16,61,08A,1171549.0,1869334.0,2025,2025-04-01,41.796913234,-87.646441312,41.796913234,-87.646441312
13783236,JJ190813,2025-03-21,056Xx N Cumberland Ave,0760,Burglary,Burglary From Motor Vehicle,Parking Lot / Garage (Non Residential),False,False,1614,16,41,10,06,1119313.0,1936269.0,2025,2025-03-29,41.981579153,-87.836580014,41.981579153,-87.836580014
13782765,JJ190431,2025-03-21,003Xx E 131St Pl,0460,Battery,Simple,Street,False,False,533,5,9,54,08B,1180778.0,1818357.0,2025,2025-03-29,41.656818764,-87.614159613,41.656818764,-87.614159613
13782740,JJ190465,2025-03-21,0Xx W E10 St,0460,Battery,Simple,Airport Exterior - Secure Area,True,False,1652,16,41,76,08B,1099875.0,1933751.0,2025,2025-03-29,41.974956485,-87.908115677,41.974956485,-87.908115677
13783359,JJ191024,2025-03-21,018Xx N Humboldt Blvd,0910,Motor Vehicle Theft,Automobile,Residence,False,False,1421,14,26,22,07,1156084.0,1912094.0,2025,2025-03-29,41.914576519,-87.702000545,41.914576519,-87.702000545
13785116,JJ193358,2025-03-21,031Xx N Drake Ave,1320,Criminal Damage,To Vehicle,Residence - Yard (Front / Back),False,False,1412,14,35,21,14,1152179.0,1920553.0,2025,2025-03-29,41.93786671,-87.716123338,41.93786671,-87.716123338
13785987,JJ194316,2025-03-21,004Xx N State St,0910,Motor Vehicle Theft,Automobile,Parking Lot / Garage (Non Residential),False,False,1834,18,42,8,07,1176302.0,1903096.0,2025,2025-03-29,41.889453169,-87.627994833,41.889453169,-87.627994833
13782738,JJ190459,2025-03-21,031Xx W 84Th Pl,0486,Battery,Domestic Battery Simple,Residence,True,True,835,8,18,70,08B,1157050.0,1848406.0,2025,2025-03-29,41.739789256,-87.700175993,41.739789256,-87.700175993
13782709,JJ190425,2025-03-21,013Xx W Washburne Ave,143A,Weapons Violation,Unlawful Possession - Handgun,Cha Parking Lot / Grounds,True,False,1233,12,28,28,15,1167677.0,1894516.0,2025,2025-03-29,41.86609917,-87.659916448,41.86609917,-87.659916448
13782807,JJ190529,2025-03-21,023Xx N Natchez Ave,1320,Criminal Damage,To Vehicle,Street,False,False,2512,25,36,19,14,1132695.0,1914911.0,2025,2025-03-29,41.922747011,-87.787863845,41.922747011,-87.787863845
13783595,JJ190503,2025-03-21,105Xx S Avenue L,0486,Battery,Domestic Battery Simple,Residence,False,True,432,4,10,52,08B,1201844.0,1835634.0,2025,2025-03-29,41.703720353,-87.53649293,41.703720353,-87.53649293
13782768,JJ190456,2025-03-21,004Xx S Racine Ave,031A,Robbery,Armed - Handgun,Cta Train,False,False,1231,12,34,28,03,1168451.0,1897951.0,2025,2025-03-29,41.875508384,-87.656975687,41.875508384,-87.656975687
13782766,JJ190436,2025-03-21,0Xx E Jackson Blvd,0460,Battery,Simple,Street,False,False,113,1,34,32,08B,1176528.0,1899005.0,2025,2025-03-29,41.878222138,-87.627288482,41.878222138,-87.627288482
13782714,JJ190442,2025-03-21,096Xx S Merrill Ave,0486,Battery,Domestic Battery Simple,Residence,False,True,431,4,7,51,08B,1192363.0,1841465.0,2025,2025-03-29,41.719956706,-87.571020778,41.719956706,-87.571020778
13782715,JJ190443,2025-03-21,045Xx N Beacon St,0460,Battery,Simple,Hospital Building / Grounds,False,False,1913,19,46,3,08B,1166349.0,1930291.0,2025,2025-03-29,41.964296453,-87.663766303,41.964296453,-87.663766303
13783641,JJ190450,2025-03-21,046Xx S Lake Park Ave,0486,Battery,Domestic Battery Simple,Apartment,False,True,222,2,4,39,08B,1185869.0,1874515.0,2025,2025-03-29,41.81080428,-87.593765369,41.81080428,-87.593765369
13782884,JJ190496,2025-03-21,045Xx S Fairfield Ave,143A,Weapons Violation,Unlawful Possession - Handgun,Street,True,False,922,9,12,58,15,1158793.0,1874520.0,2025,2025-03-29,41.811414476,-87.693077515,41.811414476,-87.693077515
13782748,JJ190458,2025-03-21,002Xx W 59Th St,1320,Criminal Damage,To Vehicle,Parking Lot / Garage (Non Residential),False,False,232,2,20,68,14,1175957.0,1865850.0,2025,2025-03-29,41.787254994,-87.630381236,41.787254994,-87.630381236
13782770,JJ190467,2025-03-21,084Xx S Buffalo Ave,1811,Narcotics,Possess - Cannabis 30 Grams Or Less,Alley,True,False,424,4,10,46,18,1199607.0,1849622.0,2025,2025-03-29,41.742161059,-87.544214666,41.742161059,-87.544214666
13782730,JJ190457,2025-03-21,030Xx W 26Th St,0312,Robbery,Armed - Knife / Cutting Instrument,Small Retail Store,False,False,1033,10,25,30,03,1156324.0,1886588.0,2025,2025-03-29,41.844580682,-87.701808336,41.844580682,-87.701808336
13783578,JJ191274,2025-03-21,062Xx N Western Ave,0890,Theft,From Building,Restaurant,False,False,2413,24,50,2,06,1159190.0,1941308.0,2025,2025-03-29,41.99467809,-87.689783551,41.99467809,-87.689783551
